brand,phone_name,text,network,4g_bands,4g_band_count,5g_bands,5g_band_count,released_year,height_width_depth,height,width,depth,weight,resolution,ppi,display_width,display_height,display_ppi,display_size_str,display_size,display_type,os,chipset,ram,storage,type,main_camera,selfie_camera,bluetooth,battery,price
samsung,Galaxy S21 5G,"network technology gsm / cdma / hspa / evdo / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual sim model only) cdma 800 / 1900 & td-scdma 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 cdma2000 1xev-do 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 30, 38, 39, 40, 41, 46, 48, 66, 71 - sm-g991u1 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - sm-g991b 5g bands 2, 5, 25, 41, 66, 71, 260, 261 sa/nsa/sub6/mmwave - sm-g991u1 1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 sa/nsa/sub6 - sm-g991b speed hspa 42.2/5.76 mbps, lte-a (7ca) cat20 2000/200 mbps, 5g (5+ gbps dl) launch announced 2021, january 14 status available. released 2021, january 29 body dimensions 151.7 x 71.2 x 7.9 mm (5.97 x 2.80 x 0.31 in) weight 169 g (sub6), 171 g (mmwave) (5.96 oz) build glass front (gorilla glass victus), plastic back, aluminum frame sim nano-sim and esim or dual sim (2 nano-sims and esim, dual stand-by) ip68 dust/water resistant (up to 1.5m for 30 min) display type dynamic amoled 2x, 120hz, hdr10+, 1300 nits (peak) size 6.2 inches, 94.1 cm2 (~87.2% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~421 ppi density) protection corning gorilla glass victus always-on display platform os android 11, upgradable to android 14, one ui 6 chipset exynos 2100 (5 nm) - internationalqualcomm sm8350 snapdragon 888 5g (5 nm) - usa/china cpu octa-core (1x2.9 ghz cortex-x1 & 3x2.80 ghz cortex-a78 & 4x2.2 ghz cortex-a55) - internationalocta-core (1x2.84 ghz cortex-x1 & 3x2.42 ghz cortex-a78 & 4x1.80 ghz cortex-a55) - usa/china gpu mali-g78 mp14 - internationaladreno 660 - usa/china memory card slot no internal 128gb 8gb ram, 256gb 8gb ram ufs 3.1 main camera triple 12 mp, f/1.8, 26mm (wide), 1/1.76"", 1.8µm, dual pixel pdaf, ois
64 mp, f/2.0, 29mm (telephoto), 1/1.72"", 0.8µm, pdaf, ois, 1.1x optical zoom, 3x hybrid zoom
12 mp, f/2.2, 13mm, 120˚ (ultrawide), 1/2.55"" 1.4µm, super steady video features led flash, auto-hdr, panorama video 8k@24fps, 4k@30/60fps, 1080p@30/60/240fps, 720p@960fps, hdr10+, stereo sound rec., gyro-eis selfie camera single 10 mp, f/2.2, 26mm (wide), 1/3.24"", 1.22µm, dual pixel pdaf features dual video call, auto-hdr video 4k@30/60fps, 1080p@30fps sound loudspeaker yes, with stereo speakers 3.5mm jack no 32-bit/384khz audio
tuned by akg comms wlan wi-fi 802.11 a/b/g/n/ac/6, dual-band, wi-fi direct bluetooth 5.0, a2dp, le positioning gps, glonass, bds, galileo nfc yes radio fm radio (snapdragon model only; market/operator dependent) usb usb type-c 3.2, otg features sensors fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer samsung dex, samsung wireless dex (desktop experience support) battery type li-ion 4000 mah, non-removable charging 25w wired, pd3.0
15w wireless (qi/pma)
4.5w reverse wireless misc colors phantom gray, phantom white, phantom violet, phantom pink models sm-g991b, sm-g991b/ds, sm-g991u, sm-g991u1, sm-g991w, sm-g991n, sm-g9910, sm-g991q, scg09 sar 0.74 w/kg (head)     1.08 w/kg (body) sar eu 0.46 w/kg (head)     1.51 w/kg (body) price ₹ 29,990 / $ 220.00 / £ 259.99 / € 291.93 tests performance antutu: 584055 (v8)
geekbench: 3238 (v5.1)
gfxbench: 60fps (es 3.1 onscreen) display contrast ratio: infinite (nominal) camera photo / video loudspeaker -26.4 lufs (good) battery (old) endurance rating 93h ",lte  5g,1 2 3 4 5 7 8 12 13 14 17 18 19 20 25 26 28 30 32 38 39 40 41 46 48 66,26,1 2 3 5 7 8 20 25 28 38 40 41 66 71 77 260,16,2021,151.7 71.2 7.9,151.7,71.2,7.9,169,1080 2400,421,1080.0,2400.0,421.0,6.2,6.2,oled 120hz,android11,exynos2100,8gb ,128gb 256gb,ufs3.1,12mp,10mp,bluetooth5.0,4000mah,29990.0
samsung,Galaxy A60,"network technology gsm / cdma / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) cdma 800 & td-scdma 3g bands hsdpa 850 / 900 / 1900 / 2100 4g bands 1, 3, 5, 7, 8, 34, 38, 39, 40, 41 1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41 - sm-a606y/ds speed hspa 42.2/5.76 mbps, lte-a (2ca) cat6 400/50 mbps launch announced 2019, april status available. released 2019, june body dimensions 155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in) weight 168 g (5.93 oz) build glass front (gorilla glass 3), plastic back, plastic frame sim single sim (nano-sim) or hybrid dual sim (nano-sim, dual stand-by) display type pls lcd size 6.3 inches, 97.4 cm2 (~84.9% screen-to-body ratio) resolution 1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density) protection corning gorilla glass 3 platform os android 9.0 (pie), upgradable to android 11, one ui 3.0 chipset qualcomm sdm675 snapdragon 675 (11 nm) cpu octa-core (2x2.0 ghz kryo 460 gold & 6x1.7 ghz kryo 460 silver) gpu adreno 612 memory card slot microsdxc (uses shared sim slot) internal 64gb 6gb ram, 128gb 6gb ram emmc 5.1 main camera triple 32 mp, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, pdaf
8 mp, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 mp, f/2.2, (depth) features led flash, panorama, hdr video 4k@30fps, 1080p@30fps selfie camera single 16 mp, f/2.0, 26mm (wide), 1/3.06"", 1.0µm features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 5.0, a2dp, le positioning gps, glonass, galileo, bds nfc yes radio fm radio usb usb type-c 2.0 features sensors fingerprint (rear-mounted), accelerometer, gyro, proximity, compass ant+
bixby natural language commands and dictation battery type li-po 3500 mah, non-removable charging 15w wired misc colors daybreak black, seawater blue, cocktail orange, peach mist, gradient red models sm-a606f, sm-a6060, sm-a606y sar eu 0.27 w/kg (head)     1.17 w/kg (body) price about 290 eur tests performance antutu: 170102 (v7), 209933 (v8)
geekbench: 6582 (v4.4), 1602 (v5.1)
gfxbench: 7.3fps (es 3.1 onscreen) display contrast ratio: 1314:1 camera photo / video loudspeaker -33.6 lufs (poor) battery (old) endurance rating 86h ",lte,1 3 5 7 8 28 34 38 39 40,10,0,0,2019,155.3 73.9 7.9,155.3,73.9,7.9,168,1080 2340,409,1080.0,2340.0,409.0,6.3,6.3,pls lcd,android9.0,snapdragon675,6gb ,128gb 64gb,emmc5.1,32mp,16mp,bluetooth5.0,3500mah,25810.0
samsung,Galaxy On6,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40, 41, 66 speed hspa, lte launch announced 2018, july status available. released 2018, july body dimensions 149.3 x 70.2 x 8.2 mm (5.88 x 2.76 x 0.32 in) weight 154 g (5.43 oz) build glass front, plastic back, plastic frame sim dual sim (nano-sim, dual stand-by) display type super amoled size 5.6 inches, 79.6 cm2 (~75.9% screen-to-body ratio) resolution 720 x 1480 pixels, 18.5:9 ratio (~294 ppi density) platform os android 8.0 (oreo) chipset exynos 7870 octa (14 nm) cpu octa-core 1.6 ghz cortex-a53 gpu mali-t830 mp1 memory card slot microsdxc (dedicated slot) internal 32gb 3gb ram, 64gb 4gb ram emmc 5.1 main camera single 13 mp, f/1.9, 28mm (wide), af features led flash, panorama, hdr video 1080p@30fps selfie camera single 8 mp, f/1.9 features led flash video  sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct bluetooth 4.2, a2dp, le positioning gps, glonass, bds nfc no radio fm radio usb microusb 2.0 features sensors fingerprint (rear-mounted), accelerometer, proximity battery type li-ion 3000 mah, non-removable talk time up to 21 h (3g) music play up to 76 h misc colors black, gold, blue models sm-j600gf sar eu 0.81 w/kg (head)     1.57 w/kg (body) price about 100 eur ",lte,1 2 3 4 5 7 8 12 13 17 20 28 38 40 41,15,0,0,2018,149.3 70.2 8.2,149.3,70.2,8.2,154,720 1480,294,720.0,1480.0,294.0,5.6,5.6,super oled,android8.0,exynos7870,3gb  4gb ,32gb 64gb,emmc5.1,13mp,8mp,bluetooth4.2,3000mah,8900.0
samsung,Galaxy S Light Luxury,"network technology gsm / cdma / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 cdma 800 & td-scdma 3g bands hsdpa 850 / 900 / 1900 / 2100 4g bands 1, 3, 4, 5, 7, 8, 12, 17, 34, 38, 39, 40, 41 speed hspa 42.2/5.76 mbps, lte-a (3ca) cat12 600/150 mbps launch announced 2018, may status available. released 2018, may body dimensions 148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in) weight 150 g (5.29 oz) build glass front (gorilla glass 5), glass back (gorilla glass 5), aluminum frame sim hybrid dual sim (nano-sim, dual stand-by) ip68 dust/water resistant (up to 1.5m for 30 min) display type super amoled size 5.8 inches, 85.4 cm2 (~84.2% screen-to-body ratio) resolution 1080 x 2220 pixels, 18.5:9 ratio (~426 ppi density) protection corning gorilla glass 5 always-on display platform os android 8.0 (oreo) chipset qualcomm sdm660 snapdragon 660 (14 nm) cpu octa-core (4x2.2 ghz kryo 260 gold & 4x1.8 ghz kryo 260 silver) gpu adreno 512 memory card slot microsdxc (uses shared sim slot) internal 64gb 4gb ram emmc 5.1 main camera single 16 mp, f/1.7, 1.12µm, pdaf features led flash, hdr, panorama video 4k@30fps selfie camera dual 8 mp, f/1.7, 25mm (wide), 1/3.6"", 1.22µm, af
2 mp (dedicated iris scanner camera) video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 5.0, a2dp, le, aptx positioning gps, glonass, bds, galileo nfc yes radio fm radio usb usb type-c 2.0 features sensors iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer ant+
bixby natural language commands and dictation
samsung pay (visa, mastercard certified) battery type li-ion 3000 mah, non-removable (11.55 wh) charging wireless (qi) misc colors burgundy red, black night models sm-g8750 price about 400 eur ",lte,1 3 4 5 7 8 12 17 34 38 39 40,12,0,0,2018,148.9 68.1 8,148.9,68.1,8.0,150,1080 2220,426,1080.0,2220.0,426.0,5.8,5.8,super oled,android8.0,snapdragon660,4gb ,64gb,emmc5.1,16mp,8mp,bluetooth5.0,3000mah,35600.0
samsung,Z2,"network technology gsm / hspa / lte 2g bands gsm 900 / 1800 - sim 1 & sim 2 3g bands hsdpa 900 / 2100 4g bands 1, 3, 5, 8, 40 speed hspa 42.2/5.76 mbps, lte cat4 150/50 mbps launch announced 2016, august. released 2016, august status discontinued body dimensions 121.5 x 63 x 10.8 mm (4.78 x 2.48 x 0.43 in) weight 127 g (4.48 oz) build glass front, plastic back, plastic frame sim dual sim (micro-sim, dual stand-by) display type tft, 256k colors size 4.0 inches, 45.5 cm2 (~59.5% screen-to-body ratio) resolution 480 x 800 pixels, 5:3 ratio (~233 ppi density) platform os tizen 2.4 chipset spreadtrum sc9830 cpu quad-core 1.5 ghz cortex-a7 gpu mali-400mp2 memory card slot microsdxc (dedicated slot) internal 8gb 1gb ram main camera single 5 mp, f/2.2 features led flash video 720p@30fps selfie camera single vga, f/2.4 video  sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct, hotspot bluetooth 4.0, a2dp positioning gps, glonass nfc no radio fm radio usb microusb 2.0 features sensors accelerometer battery type li-ion 1500 mah, removable talk time up to 8 h (3g) music play up to 30 h misc colors gold, black, red models sm-z200f/dd, sm-z200f, sm-z200y sar 0.81 w/kg (head) sar eu 0.58 w/kg (head)     1.30 w/kg (body) price about 80 eur ",lte,1 3 5 8,4,0,0,discontinued,121.5 63 10.8,121.5,63.0,10.8,127,480 800,233,480.0,800.0,233.0,4.0,4.0,tft,tizen2.4,0,1gb ,8gb,0,5mp,0,bluetooth4.0,1500mah,7120.0
samsung,Galaxy J3 Pro,"network technology gsm / cdma / hspa / evdo / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 cdma 800 3g bands hsdpa 850 / 900 / 1900 / 2100 cdma2000 1xev-do 4g bands 1, 3, 7, 41 speed hspa 42.2/5.76 mbps, lte cat4 150/50 mbps launch announced 2016, june. released 2016, june status discontinued body dimensions 142.2 x 71.3 x 8 mm (5.60 x 2.81 x 0.31 in) weight 139 g (4.90 oz) build glass front, aluminum back, aluminum frame sim dual sim (micro-sim, dual stand-by) display type super amoled size 5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio) resolution 720 x 1280 pixels, 16:9 ratio (~294 ppi density) platform os android 5.1 (lollipop) chipset qualcomm msm8916 snapdragon 410 (28 nm) cpu quad-core 1.2 ghz cortex-a53 gpu adreno 306 memory card slot microsdxc (dedicated slot) internal 16gb 2gb ram emmc 4.5 main camera single 8 mp, f/2.2, af features led flash, hdr video 1080p@30fps selfie camera single 5 mp, f/2.2 video  sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct, hotspot bluetooth 4.1, a2dp positioning gps, glonass, bds nfc yes radio fm radio, rds, recording usb microusb 2.0, otg features sensors accelerometer, proximity battery type li-ion 2600 mah, removable misc colors white, black, gold models sm-j3119, sm-j3110, sm-j327, sm-j3119s sar eu 0.43 w/kg (head)     1.37 w/kg (body) price about 130 eur ",lte,1 3 7,3,0,0,discontinued,142.2 71.3 8,142.2,71.3,8.0,139,720 1280,294,720.0,1280.0,294.0,5.0,5.0,super oled,android5.1,snapdragon410,2gb ,16gb,emmc4.5,8mp,5mp,bluetooth4.1,2600mah,11570.0
samsung,Galaxy Note5 (USA),"network technology gsm / cdma / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 cdma 800 / 1900 - n920v, n920r 3g bands hsdpa 850 / 900 / 1900 / 2100 - n920v, n920r hsdpa 850 / 1900 / 2100 - n920p 4g bands 2, 3, 4, 7, 13 - n920v 1, 2, 3, 4, 5, 7, 8, 17, 20 - n920p 2, 4, 5, 12, 25 - n920r speed hspa, lte-a (3ca), ev-do rev.a 3.1 mbps launch announced 2015, august. released 2015, august status discontinued body dimensions 153.2 x 76.1 x 7.6 mm (6.03 x 3.00 x 0.30 in) weight 171 g (6.03 oz) sim nano-sim stylus display type super amoled size 5.7 inches, 89.6 cm2 (~76.8% screen-to-body ratio) resolution 1440 x 2560 pixels, 16:9 ratio (~515 ppi density) protection corning gorilla glass 4 platform os android 5.1.1 (lollipop), upgradable to 7.0 (nougat) chipset exynos 7420 octa (14 nm) cpu octa-core (4x2.1 ghz cortex-a57 & 4x1.5 ghz cortex-a53) gpu mali-t760mp8 memory card slot no internal 32gb 4gb ram, 64gb 4gb ram ufs 2.0 main camera single 16 mp, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, af, ois features led flash, panorama, hdr video 4k@30fps, 1080p@30/60fps, stereo sound rec., gyro-eis selfie camera single 5 mp, f/1.9, 22mm (wide) features dual video call, auto-hdr video 1440p@30fps sound loudspeaker yes 3.5mm jack yes 24-bit/192khz audio comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot bluetooth 4.2, a2dp, edr, le positioning gps, glonass nfc yes radio no usb microusb 2.0, otg features sensors fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, spo2 ant+
s-voice natural language commands and dictation battery type li-ion 3000 mah, non-removable charging 15w wired, qc2
wireless (pma) talk time up to 28 h (3g) music play up to 57 h misc colors black sapphire, white pearl models sm-n920, sm-n920p, sm-n920v, sm-n920r, sm-n920w8, sm-n920r4 sar 1.16 w/kg (head)     1.48 w/kg (body) sar eu 0.51 w/kg (head)     0.56 w/kg (body) price about 450 eur ",lte,1 2 3 4 5 7 8 12 17,9,0,0,discontinued,153.2 76.1 7.6,153.2,76.1,7.6,171,1440 2560,515,1440.0,2560.0,515.0,5.7,5.7,super oled,android5.1.1,exynos7420,4gb ,32gb 64gb,ufs2.0,16mp,5mp,bluetooth4.2,3000mah,40050.0
samsung,Galaxy Xcover 3,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 3g bands hsdpa 850 / 900 / 1900 / 2100 4g bands 1, 3, 5, 7, 8, 20 speed hspa 21.1/5.76 mbps, lte cat4 150/50 mbps launch announced 2015, march. released 2015, april status discontinued body dimensions 132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in) weight 154 g (5.43 oz) sim micro-sim ip67 dust/water resistant (up to 1m for 30 min)
mil-std-810g compliant display type pls lcd size 4.5 inches, 57.6 cm2 (~61.9% screen-to-body ratio) resolution 480 x 800 pixels, 5:3 ratio (~207 ppi density) platform os android 4.4.4 (kitkat), upgradable to 5.0 (lollipop) chipset marvell armada pxa1908 cpu quad-core 1.2 ghz cortex-a53 gpu vivante gc7000 memory card slot microsdxc (dedicated slot) internal 8gb 1.5gb ram main camera single 5 mp, af features led flash video 720p@30fps selfie camera single 2 mp video  sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct, hotspot bluetooth 4.0, a2dp positioning gps, glonass nfc yes radio fm radio usb microusb 2.0 features sensors accelerometer, proximity, compass battery type li-ion 2200 mah, removable talk time up to 10 h (3g) music play up to 85 h misc colors gray models sm-g388f, r3 sar 0.95 w/kg (head)     1.01 w/kg (body) sar eu 0.71 w/kg (head)     0.39 w/kg (body) price about 220 eur ",lte,1 3 5 7 8,5,0,0,discontinued,132.9 70.1 10,132.9,70.1,10.0,154,480 800,207,480.0,800.0,207.0,4.5,4.5,pls lcd,android4.4.4,0,5gb ,8gb,0,5mp,2mp,bluetooth4.0,2200mah,19580.0
samsung,Galaxy S6 (USA),"network technology gsm / cdma / hspa / evdo / lte 2g bands gsm 850 / 900 / 1800 / 1900 - g920v, g920p cdma 800 / 1900 - g920v, g920p, g920r 3g bands hsdpa 850 / 900 / 1900 / 2100 - g920v cdma2000 1xev-do - g920v, g920p, g920r 4g bands 2, 3, 4, 5, 7, 13 - g920v 2, 4, 5, 12, 25, 26, 41 - g920p 2, 4, 5, 12, 13, 17, 25 - g920r speed hspa 42.2/5.76 mbps, lte-a cat6 300/50 mbps, ev-do rev.a 3.1 mbps launch announced 2015, march. released 2015, april status discontinued body dimensions 143.5 x 70.6 x 6.9 mm (5.65 x 2.78 x 0.27 in) weight 140 g (4.94 oz) build glass front (gorilla glass 4), glass back (gorilla glass 4), aluminum frame sim nano-sim display type super amoled size 5.1 inches, 71.7 cm2 (~70.8% screen-to-body ratio) resolution 1440 x 2560 pixels, 16:9 ratio (~576 ppi density) protection corning gorilla glass 4 platform os android 5.0.2 (lollipop), upgradable to 5.1 (lollipop), touchwiz ui chipset exynos 7420 octa (14 nm) cpu octa-core (4x2.1 ghz cortex-a57 & 4x1.5 ghz cortex-a53) gpu mali-t760mp8 memory card slot no internal 32gb 3gb ram, 64gb 3gb ram, 128gb 3gb ram ufs 2.0 main camera single 16 mp, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, af, ois features led flash, auto-hdr, panorama video 4k@30fps, 1080p@30/60fps, 720p@120fps, hdr, stereo sound rec., ois, gyro-eis selfie camera single 5 mp, f/1.9, 22mm (wide) features dual video call, auto-hdr video 1440p@30fps sound loudspeaker yes 3.5mm jack yes 24-bit/192khz audio comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot bluetooth 4.1, a2dp, le, aptx positioning gps, glonass nfc yes infrared port yes radio no usb microusb 2.0, otg features sensors fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, spo2 ant+
s-voice natural language commands and dictation
samsung pay (visa, mastercard certified) battery type li-ion 2550 mah, non-removable charging 15w wired
wireless (pma) talk time up to 23 h (3g) music play up to 57 h misc colors white pearl, black sapphire, gold platinum models sm-g920p, sm-g920v, sm-g920r, sm-g920w8, sm-g920r4, sm-g920t1, sm-g920az, sm-s907vl sar 1.09 w/kg (head)     1.13 w/kg (body) sar eu 0.22 w/kg (head)     0.66 w/kg (body) price about 410 eur ",lte,2 3 4 5 7 12 13 17 25 26,10,0,0,discontinued,143.5 70.6 6.9,143.5,70.6,6.9,140,1440 2560,576,1440.0,2560.0,576.0,5.1,5.1,super oled,android5.0.2,exynos7420,3gb ,128gb 32gb 64gb,ufs2.0,16mp,5mp,bluetooth4.1,2550mah,36490.0
samsung,Galaxy S5 Plus,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 3g bands hsdpa 850 / 900 / 1900 / 2100 4g bands 1, 2, 3, 5, 7, 8, 20 speed hspa 42.2/5.76 mbps, lte-a cat6 300/50 mbps launch announced 2014, october. released 2014, november status discontinued body dimensions 142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in) weight 145 g (5.11 oz) sim micro-sim ip67 dust/water resistant (up to 1m for 30 min) display type super amoled size 5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio) resolution 1080 x 1920 pixels, 16:9 ratio (~432 ppi density) protection corning gorilla glass 3 platform os android 4.4.2 (kitkat), touchwiz ui chipset qualcomm apq8084 snapdragon 805 (28 nm) cpu quad-core 2.5 ghz krait 450 gpu adreno 420 memory card slot microsdxc (dedicated slot) internal 16gb 2gb ram, 32gb 2gb ram emmc 5.0 main camera single 16 mp, 1/2.6"", 1.12µm, pdaf features led flash, panorama, hdr video 4k@30fps, 1080p@30/60fps, 720p@120fps, hdr, stereo sound rec. selfie camera single 2 mp features dual video call video 1080p@30fps sound loudspeaker yes 3.5mm jack yes 24-bit/192khz audio comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot bluetooth 4.0, a2dp, edr, le, aptx positioning gps, glonass, bds nfc yes infrared port yes radio no usb microusb 3.0 (mhl 2.1 tv-out), otg features sensors fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate ant+
s-voice natural language commands and dictation
air gestures battery type li-ion 2800 mah, removable charging wireless (qi) (market dependent) talk time up to 20 h (3g) music play up to 75 h misc colors charcoal black, copper gold, electric blue, shimmery white models sm-g901f sar 1.09 w/kg (head)     1.29 w/kg (body) sar eu 0.61 w/kg (head)     0.38 w/kg (body) price about 380 eur ",lte,1 2 3 5 7 8,6,0,0,discontinued,142 72.5 8.1,142.0,72.5,8.1,145,1080 1920,432,1080.0,1920.0,432.0,5.1,5.1,super oled,android4.4.2,snapdragon805,2gb ,16gb 32gb,emmc5.0,16mp,2mp,bluetooth4.0,2800mah,33820.0
samsung,Galaxy Note 4 Duos,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1900 / 2100 4g bands 1, 3, 7, 38, 39, 40, 41 - hong kong speed hspa, lte launch announced 2014, october. released 2014, october status discontinued body dimensions 153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in) weight 175 g (6.17 oz) sim dual sim (micro-sim, dual stand-by) stylus display type super amoled size 5.7 inches, 89.6 cm2 (~74.2% screen-to-body ratio) resolution 1440 x 2560 pixels, 16:9 ratio (~515 ppi density) protection corning gorilla glass 4 platform os android 4.4.4 (kitkat), upgradable to 6.0.1 (marshmallow) chipset qualcomm apq8084 snapdragon 805 (28 nm) cpu quad-core 2.7 ghz krait 450 gpu adreno 420 memory card slot microsdxc (dedicated slot) internal 16gb 3gb ram emmc 5.0 main camera single 16 mp, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, af, ois features led flash, panorama, hdr video 4k@30fps, 1080p@30/60fps, stereo sound rec. selfie camera single 3.7 mp, f/1.9, 22mm (wide) features hdr video 1440p@30fps sound loudspeaker yes 3.5mm jack yes 24-bit/192khz audio comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot bluetooth 4.1, a2dp, edr, le positioning gps, glonass, bds nfc yes infrared port yes radio no usb microusb 2.0 (mhl 3 tv-out), otg features sensors fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, uv, heart rate, spo2 ant+
s-voice natural language commands and dictation
air gestures battery type li-ion 3000 mah, removable charging 15w wired, qc2 stand-by up to 381 h (3g) misc colors frosted white, charcoal black, bronze gold, blossom pink models sm-n9100, sm-n9100 sar 0.33 w/kg (head)     1.09 w/kg (body) sar eu 0.20 w/kg (head)     0.27 w/kg (body) price about 300 eur ",lte,1 3 7 38 39 40,6,0,0,discontinued,153.5 78.6 8.5,153.5,78.6,8.5,175,1440 2560,515,1440.0,2560.0,515.0,5.7,5.7,super oled,android4.4.4,snapdragon805,3gb ,16gb,emmc5.0,16mp,7mp,bluetooth4.1,3000mah,26700.0
